
--- Bentley Basher ---

Start warm up ...
Warmup length: 501 reps: 20
lreps: 81 with reps: 1

CHECK_SORTED: false
USE_BOTTOM_UP: false
Warmup length: 10001 reps: 20
lreps: 1 with reps: 10

  End warm up (53880 iterations per sort).

-----


Starting benchmarks ...
Timings are given in milli-seconds (rms = mean + 1 stddev)


Length Sub-size  Builder Tweaker	BASELINE	DPQ_18_11	DPQ_18_11P	DPQ_11	RADIX	MARLIN	PEEK_SORT	DPQ_18_11_E	MARLIN_M2	[DPQ_18_11 % DPQ_18_11P]

lreps: 801 with reps: 17

1000 4  _RANDOM REVERSE___	   0.000166	   0.003324	   0.003079	   0.005448	   0.012286	   0.023052	   0.022284	   0.004071	   0.030232	    107.94 % .!.
1000 4  PLATEAU REVERSE___	   0.000165	   0.000968	   0.000967	   0.000949	   0.000579	   0.004751	   0.003262	   0.000988	   0.008897	    100.09 % ..
1000 4  SHUFFLE REVERSE___	   0.000165	   0.013356	   0.013343	   0.012727	   0.020068	   0.022169	   0.022080	   0.019777	   0.030387	    100.10 % ..
1000 4  STAGGER REVERSE_FR	   0.000166	   0.015086	   0.015171	   0.008190	   0.008208	   0.015939	   0.009420	   0.021658	   0.022174	     99.44 % 
1000 4  SAWTOTH REVERSE_FR	   0.000166	   0.002827	   0.002895	   0.004323	   0.012207	   0.022535	   0.021132	   0.003875	   0.029548	     97.66 % 
1000 4  _RANDOM REVERSE_FR	   0.000166	!  0.004161	   0.003315	   0.004861	   0.012217	   0.023031	   0.022458	   0.004456	   0.030259	    125.51 % .!!!.
1000 4  PLATEAU REVERSE_FR	   0.000166	   0.000986	   0.000991	   0.003292	   0.000589	   0.004703	   0.005092	   0.001008	   0.008858	     99.55 % 
1000 4  SHUFFLE REVERSE_FR	   0.000166	   0.011595	   0.012582	   0.014382	   0.019562	   0.020871	   0.019774	   0.017511	   0.028526	     92.16 % 
1000 4  STAGGER REVERSE_BA	   0.000166	   0.014333	   0.014845	   0.008402	   0.008411	   0.016001	   0.009289	   0.020655	   0.022352	     96.55 % 
1000 4  SAWTOTH REVERSE_BA	   0.000165	   0.002664	   0.002648	   0.004023	   0.012194	   0.022562	   0.020894	   0.003397	   0.029532	    100.60 % ..
1000 4  _RANDOM REVERSE_BA	   0.000166	   0.003415	   0.003207	   0.004675	   0.012298	   0.022996	   0.022346	   0.004127	   0.030184	    106.49 % .!.
1000 4  PLATEAU REVERSE_BA	   0.000165	   0.000977	   0.000974	   0.000484	   0.000564	   0.004615	   0.004528	   0.000995	   0.008736	    100.33 % ..
1000 4  SHUFFLE REVERSE_BA	   0.000165	   0.014310	   0.015255	   0.012680	   0.019334	   0.020874	   0.020137	   0.021164	   0.028665	     93.81 % 
1000 4  STAGGER SORT______	   0.000166	   0.004110	   0.003835	   0.000481	   0.000565	   0.004004	   0.004482	   0.005897	   0.007192	    107.17 % .!.
1000 4  SAWTOTH SORT______	   0.000166	   0.002665	   0.002447	   0.000473	   0.000573	   0.004630	   0.004539	   0.003203	   0.008806	    108.91 % .!.
1000 4  _RANDOM SORT______	   0.000165	   0.002459	   0.002302	   0.000474	   0.000575	   0.004572	   0.004520	   0.002893	   0.008579	    106.83 % .!.
1000 4  PLATEAU SORT______	   0.000165	   0.000976	   0.000989	   0.000486	   0.000568	   0.004603	   0.004530	   0.000998	   0.008702	     98.74 % 
1000 4  SHUFFLE SORT______	   0.000166	   0.004271	   0.003747	   0.000483	   0.000565	   0.004026	   0.004528	   0.005961	   0.007173	    113.98 % .!!.
1000 4  STAGGER DITHER____	   0.000166	   0.014560	   0.014942	   0.007904	   0.007911	   0.013468	   0.009177	   0.021446	   0.018513	     97.44 % 
1000 4  SAWTOTH DITHER____	   0.000166	   0.003765	   0.003624	   0.005255	   0.012225	   0.023055	   0.021966	   0.005146	   0.029856	    103.88 % ..
1000 4  _RANDOM DITHER____	   0.000165	   0.004460	   0.004609	   0.005397	   0.012237	   0.024824	   0.024913	   0.006247	   0.032972	     96.77 % 
1000 4  PLATEAU DITHER____	   0.000166	   0.003434	   0.003484	   0.004105	   0.012198	   0.022126	   0.020369	   0.004487	   0.028981	     98.56 % 
1000 4  SHUFFLE DITHER____	   0.000166	   0.011533	   0.012343	   0.013019	   0.019733	   0.019746	   0.018297	   0.017192	   0.026949	     93.44 % 
1000 16  STAGGER IDENT_____	   0.000165	   0.015045	   0.015102	   0.013584	   0.015903	   0.017864	   0.014614	   0.020471	   0.023530	     99.62 % 
1000 16  SAWTOTH IDENT_____	   0.000165	   0.006829	   0.007155	   0.017349	   0.012241	   0.021282	   0.017761	   0.010286	   0.027593	     95.45 % 
1000 16  _RANDOM IDENT_____	   0.000166	   0.006617	   0.006965	   0.008131	   0.012278	   0.027460	   0.029095	   0.010391	   0.038852	     95.01 % 
1000 16  PLATEAU IDENT_____	   0.000165	   0.001137	   0.001002	   0.000483	   0.000568	   0.004595	   0.004494	   0.001189	   0.008715	    113.47 % .!!.
1000 16  SHUFFLE IDENT_____	   0.000166	   0.008762	   0.009034	   0.016445	   0.019414	   0.016435	   0.013654	   0.012699	   0.023075	     96.99 % 
1000 16  STAGGER REVERSE___	   0.000165	   0.014599	   0.015047	   0.014138	   0.016533	   0.022560	   0.014203	   0.020647	   0.030672	     97.02 % 
1000 16  SAWTOTH REVERSE___	   0.000166	   0.007251	   0.007363	   0.018159	   0.012537	   0.024288	   0.023124	   0.011221	   0.032158	     98.48 % 
1000 16  _RANDOM REVERSE___	   0.000166	   0.006463	   0.006581	   0.008880	   0.012248	   0.027583	   0.029139	   0.010345	   0.039060	     98.21 % 
1000 16  PLATEAU REVERSE___	   0.000165	   0.001139	   0.001033	   0.000950	   0.000591	   0.004793	   0.003419	   0.001211	   0.008910	    110.18 % .!!.
1000 16  SHUFFLE REVERSE___	   0.000166	   0.012216	   0.013180	   0.016037	   0.020614	   0.020411	   0.015475	   0.017777	   0.028827	     92.68 % 
1000 16  STAGGER REVERSE_FR	   0.000165	   0.015112	   0.016036	   0.013688	   0.016251	   0.020116	   0.014229	   0.022712	   0.026828	     94.24 % 
1000 16  SAWTOTH REVERSE_FR	   0.000165	   0.007119	   0.006574	   0.017861	   0.012451	   0.022666	   0.020455	   0.009477	   0.029774	    108.28 % .!.
1000 16  _RANDOM REVERSE_FR	   0.000165	   0.007933	   0.008407	   0.007246	   0.012265	   0.027589	   0.029115	   0.012945	   0.039131	     94.36 % 
1000 16  PLATEAU REVERSE_FR	   0.000165	   0.001165	   0.001053	   0.003331	   0.000602	   0.004755	   0.005273	   0.001245	   0.008902	    110.61 % .!!.
1000 16  SHUFFLE REVERSE_FR	   0.000166	   0.009564	   0.009959	   0.016792	   0.020025	   0.018463	   0.014735	   0.013804	   0.026032	     96.04 % 
1000 16  STAGGER REVERSE_BA	   0.000166	   0.015629	   0.016294	   0.013913	   0.016063	   0.020320	   0.014005	   0.022794	   0.027389	     95.92 % 
1000 16  SAWTOTH REVERSE_BA	   0.000166	   0.005911	   0.005972	   0.017910	   0.012257	   0.022787	   0.020568	   0.008813	   0.029942	     98.97 % 
1000 16  _RANDOM REVERSE_BA	   0.000165	   0.006950	   0.007943	   0.008764	   0.012268	   0.027538	   0.029107	   0.011243	   0.039076	     87.50 % 
1000 16  PLATEAU REVERSE_BA	   0.000166	   0.001133	   0.001001	   0.000482	   0.000565	   0.004565	   0.004518	   0.001188	   0.008706	    113.11 % .!!.
1000 16  SHUFFLE REVERSE_BA	   0.000166	   0.011986	   0.012710	   0.015964	   0.020249	   0.018442	   0.015263	   0.017786	   0.025925	     94.30 % 
1000 16  STAGGER SORT______	   0.000165	   0.004264	   0.003758	   0.000486	   0.000566	   0.004013	   0.004522	   0.005969	   0.007187	    113.47 % .!!.
1000 16  SAWTOTH SORT______	   0.000166	   0.005012	   0.004661	   0.000480	   0.000567	   0.004263	   0.004474	   0.006279	   0.007923	    107.53 % .!.
1000 16  _RANDOM SORT______	   0.000165	   0.004960	   0.004623	   0.000480	   0.000566	   0.004406	   0.004510	   0.006084	   0.008112	    107.29 % .!.
1000 16  PLATEAU SORT______	   0.000165	   0.001130	   0.001003	   0.000484	   0.000567	   0.004552	   0.004491	   0.001193	   0.008731	    112.64 % .!!.
1000 16  SHUFFLE SORT______	   0.000166	   0.004261	   0.003768	   0.000485	   0.000567	   0.004020	   0.004504	   0.005929	   0.007104	    113.09 % .!!.
1000 16  STAGGER DITHER____	   0.000167	   0.015600	   0.016033	   0.013585	   0.017343	   0.017865	   0.014570	   0.021914	   0.023760	     97.30 % 
1000 16  SAWTOTH DITHER____	   0.000167	   0.006782	   0.007559	   0.006875	   0.012186	   0.022340	   0.022421	   0.009602	   0.028757	     89.71 % 
1000 16  _RANDOM DITHER____	   0.000166	   0.008581	   0.009519	   0.008387	   0.012265	   0.027979	   0.029850	   0.012928	   0.039976	     90.14 % 
1000 16  PLATEAU DITHER____	   0.000165	   0.003363	   0.003278	   0.004250	   0.012203	   0.022030	   0.020323	   0.004359	   0.028895	    102.59 % ..
1000 16  SHUFFLE DITHER____	   0.000165	   0.009268	   0.009560	   0.011662	   0.019743	   0.016945	   0.016278	   0.013202	   0.023881	     96.94 % 
1000 64  STAGGER IDENT_____	   0.000165	   0.015483	   0.017373	   0.019973	   0.014582	   0.021554	   0.018172	   0.021928	   0.027591	     89.12 % 
1000 64  SAWTOTH IDENT_____	   0.000165	   0.013624	   0.015003	   0.011323	   0.012571	   0.017487	   0.014353	   0.020136	   0.023248	     90.81 % 
1000 64  _RANDOM IDENT_____	   0.000166	   0.015301	   0.015889	   0.013220	   0.012309	   0.031804	   0.035409	   0.022251	   0.046776	     96.30 % 
1000 64  PLATEAU IDENT_____	   0.000165	   0.002080	   0.001071	   0.000482	   0.000568	   0.004629	   0.004538	   0.002441	   0.008646	    194.24 % .!!!!.
1000 64  SHUFFLE IDENT_____	   0.000165	   0.006385	   0.006708	   0.011411	!  0.019336	   0.013636	   0.010189	   0.009394	   0.019550	     95.19 % 
1000 64  STAGGER REVERSE___	   0.000167	   0.014825	   0.015495	   0.020789	   0.014904	   0.024257	   0.022358	   0.020747	   0.031638	     95.67 % 
1000 64  SAWTOTH REVERSE___	   0.000165	   0.014653	   0.015966	   0.011877	   0.013272	   0.022293	   0.014415	   0.021067	   0.030216	     91.78 % 
1000 64  _RANDOM REVERSE___	   0.000166	   0.014353	   0.015362	   0.013932	   0.012327	   0.032325	   0.035314	   0.021785	   0.046916	     93.43 % 
1000 64  PLATEAU REVERSE___	   0.000166	   0.002128	   0.001268	   0.000949	   0.000638	   0.004947	   0.003590	   0.002478	   0.009230	    167.85 % .!!!!.
1000 64  SHUFFLE REVERSE___	   0.000167	   0.007496	   0.007465	   0.011619	!  0.019956	   0.018091	   0.010560	   0.010481	   0.026215	    100.42 % ..
1000 64  STAGGER REVERSE_FR	   0.000166	   0.016277	   0.016955	   0.020415	   0.014794	   0.023094	   0.020177	   0.024564	   0.029835	     96.00 % 
1000 64  SAWTOTH REVERSE_FR	   0.000166	   0.015476	   0.016777	   0.013774	   0.012964	   0.019878	   0.013409	   0.022155	   0.026960	     92.25 % 
1000 64  _RANDOM REVERSE_FR	   0.000166	   0.014163	   0.015098	   0.014101	   0.012321	   0.032458	   0.035355	   0.020802	   0.046996	     93.81 % 
1000 64  PLATEAU REVERSE_FR	   0.000165	   0.002221	   0.001165	   0.003312	   0.000655	   0.004943	   0.005408	   0.002610	   0.009238	    190.68 % .!!!!.
1000 64  SHUFFLE REVERSE_FR	   0.000166	   0.007751	   0.008323	   0.011967	!  0.021043	   0.015864	   0.010716	   0.011122	   0.022911	     93.12 % 
1000 64  STAGGER REVERSE_BA	   0.000165	   0.014952	   0.016154	   0.020430	   0.014615	   0.022948	   0.020281	   0.021667	   0.029799	     92.56 % 
1000 64  SAWTOTH REVERSE_BA	   0.000165	   0.013306	   0.013780	   0.014244	   0.012969	   0.019857	   0.013632	   0.018546	   0.026707	     96.56 % 
1000 64  _RANDOM REVERSE_BA	   0.000166	   0.014782	   0.016225	   0.013731	   0.012333	   0.031839	   0.035329	   0.021679	   0.046877	     91.11 % 
1000 64  PLATEAU REVERSE_BA	   0.000165	   0.002075	   0.001073	   0.000483	   0.000566	   0.004593	   0.004535	   0.002424	   0.008638	    193.31 % .!!!!.
1000 64  SHUFFLE REVERSE_BA	   0.000165	   0.008667	   0.009120	   0.011635	!  0.021152	   0.015961	   0.011362	   0.012778	   0.023029	     95.03 % 
1000 64  STAGGER SORT______	   0.000165	   0.004126	   0.003835	   0.000490	   0.000566	   0.004013	   0.004503	   0.005940	   0.007143	    107.58 % .!.
1000 64  SAWTOTH SORT______	   0.000166	   0.004924	   0.004592	   0.000483	   0.000567	   0.003999	   0.004505	   0.006510	   0.007161	    107.22 % .!.
1000 64  _RANDOM SORT______	   0.000165	   0.005076	   0.004625	   0.000483	   0.000570	   0.004108	   0.004485	   0.006643	   0.007309	    109.77 % .!.
1000 64  PLATEAU SORT______	   0.000165	   0.002087	   0.001069	   0.000486	   0.000565	   0.004621	   0.004540	   0.002390	   0.008627	    195.21 % .!!!!.
1000 64  SHUFFLE SORT______	   0.000167	   0.004258	   0.003744	   0.000484	   0.000563	   0.003992	   0.004514	   0.005923	   0.007129	    113.73 % .!!.
1000 64  STAGGER DITHER____	   0.000165	   0.015590	   0.017378	   0.019980	   0.014535	   0.021616	   0.018208	   0.021863	   0.027822	     89.71 % 
1000 64  SAWTOTH DITHER____	   0.000165	   0.014794	   0.016684	   0.012848	   0.012276	   0.020189	   0.018724	   0.021455	   0.026356	     88.67 % 
1000 64  _RANDOM DITHER____	   0.000166	   0.015573	   0.017202	   0.014276	   0.012347	   0.032453	   0.035490	   0.024642	   0.046975	     90.53 % 
1000 64  PLATEAU DITHER____	   0.000166	   0.004362	   0.003499	   0.004583	   0.012345	   0.021606	   0.020124	   0.005715	   0.027964	    124.67 % .!!!.
1000 64  SHUFFLE DITHER____	   0.000165	   0.006951	   0.007308	   0.010108	   0.019318	   0.014199	   0.015787	   0.010009	   0.020411	     95.12 % 
1000 256  STAGGER IDENT_____	   0.000165	   0.015856	   0.017064	   0.014271	   0.015149	   0.022934	   0.021381	   0.022994	   0.029880	     92.92 % 
1000 256  SAWTOTH IDENT_____	   0.000165	   0.015063	   0.015519	   0.005916	   0.005968	   0.012346	   0.007924	   0.021537	   0.017133	     97.06 % 
1000 256  _RANDOM IDENT_____	   0.000165	   0.016148	   0.017585	   0.016933	   0.012852	   0.035009	   0.038419	   0.025751	   0.050435	     91.83 % 
1000 256  PLATEAU IDENT_____	   0.000166	   0.002148	   0.001587	   0.000483	   0.000563	   0.004461	   0.004534	   0.002667	   0.008302	    135.35 % .!!!.
1000 256  SHUFFLE IDENT_____	   0.000166	   0.005615	   0.005300	   0.007180	   0.007012	   0.010031	   0.007274	   0.008086	   0.015036	    105.94 % .!.
1000 256  STAGGER REVERSE___	   0.000165	   0.016075	   0.016997	   0.015741	   0.015554	   0.023788	   0.023217	   0.024129	   0.031649	     94.58 % 
1000 256  SAWTOTH REVERSE___	   0.000165	   0.014416	   0.014149	   0.006444	   0.006566	   0.017442	   0.008295	   0.020580	   0.024694	    101.89 % ..
1000 256  _RANDOM REVERSE___	   0.000167	   0.015911	   0.017000	   0.017320	   0.012848	   0.034820	   0.038298	   0.025863	   0.050471	     93.59 % 
1000 256  PLATEAU REVERSE___	   0.000165	   0.002925	   0.002449	   0.000963	   0.000872	   0.005884	   0.004414	   0.003641	   0.010558	    119.44 % .!!.
1000 256  SHUFFLE REVERSE___	   0.000165	   0.007261	   0.006722	   0.007360	   0.007257	   0.014883	   0.007456	   0.009959	   0.022350	    108.02 % .!.
1000 256  STAGGER REVERSE_FR	   0.000165	   0.016492	   0.017887	   0.014353	   0.015345	   0.023592	   0.022422	   0.024568	   0.031280	     92.20 % 
1000 256  SAWTOTH REVERSE_FR	   0.000165	   0.015225	   0.016073	   0.007963	   0.007986	   0.014871	   0.008732	   0.022894	   0.021027	     94.73 % 
1000 256  _RANDOM REVERSE_FR	   0.000165	   0.016969	   0.018426	   0.017328	   0.012854	   0.035139	   0.038315	   0.027996	   0.050427	     92.09 % 
1000 256  PLATEAU REVERSE_FR	   0.000165	   0.004477	   0.003502	   0.003332	   0.000878	   0.005846	   0.006390	   0.005767	   0.010547	    127.84 % .!!!.
1000 256  SHUFFLE REVERSE_FR	   0.000165	   0.007192	   0.007714	   0.007700	   0.007883	   0.012536	   0.007955	   0.009770	   0.018829	     93.23 % 
1000 256  STAGGER REVERSE_BA	   0.000165	   0.014860	   0.015682	   0.014710	   0.015195	   0.023154	   0.022586	   0.021609	   0.029928	     94.76 % 
1000 256  SAWTOTH REVERSE_BA	   0.000165	   0.014804	   0.014791	   0.008844	   0.008849	   0.014886	   0.007860	   0.020802	   0.020756	    100.08 % ..
1000 256  _RANDOM REVERSE_BA	   0.000165	   0.015782	   0.016964	   0.016911	   0.012862	   0.034683	   0.038401	   0.024260	   0.050412	     93.03 % 
1000 256  PLATEAU REVERSE_BA	   0.000165	   0.002139	   0.001593	   0.000483	   0.000564	   0.004463	   0.004509	   0.002660	   0.008297	    134.25 % .!!!.
1000 256  SHUFFLE REVERSE_BA	   0.000165	   0.008005	   0.007662	   0.008054	   0.007920	   0.012556	   0.008236	   0.011262	   0.018808	    104.48 % ..
1000 256  STAGGER SORT______	   0.000165	   0.004288	   0.003763	   0.000484	   0.000569	   0.003984	   0.004512	   0.005941	   0.007134	    113.96 % .!!.
1000 256  SAWTOTH SORT______	   0.000166	   0.004293	   0.003824	   0.000483	   0.000567	   0.003982	   0.004480	   0.005682	   0.007161	    112.25 % .!!.
1000 256  _RANDOM SORT______	   0.000165	   0.004252	   0.003842	   0.000484	   0.000566	   0.004001	   0.004516	   0.006146	   0.007124	    110.68 % .!!.
1000 256  PLATEAU SORT______	   0.000167	   0.002143	   0.001569	   0.000484	   0.000564	   0.004434	   0.004497	   0.002641	   0.008296	    136.57 % .!!!.
1000 256  SHUFFLE SORT______	   0.000165	   0.004264	   0.003753	   0.000488	   0.000567	   0.004022	   0.004485	   0.005963	   0.007156	    113.60 % .!!.
1000 256  STAGGER DITHER____	   0.000166	   0.014962	   0.015899	   0.015059	   0.016524	   0.022981	   0.021443	   0.021105	   0.029738	     94.11 % 
1000 256  SAWTOTH DITHER____	   0.000166	   0.015984	   0.016778	   0.014210	   0.012763	   0.016409	   0.017379	   0.023479	   0.022018	     95.27 % 
1000 256  _RANDOM DITHER____	   0.000166	   0.015994	   0.017414	   0.017101	   0.012915	   0.034838	   0.038427	   0.026568	   0.050330	     91.85 % 
1000 256  PLATEAU DITHER____	   0.000165	   0.004724	   0.004379	   0.005833	   0.012933	   0.020107	   0.019211	   0.005851	   0.026464	    107.89 % .!.
1000 256  SHUFFLE DITHER____	   0.000167	   0.006336	   0.006036	   0.008170	   0.019157	   0.011857	   0.015539	   0.008839	   0.017490	    104.97 % ..
1000 1024  STAGGER IDENT_____	   0.000166	   0.014981	   0.016111	   0.014035	   0.014539	   0.019008	   0.016028	   0.021272	   0.024568	     92.99 % 
1000 1024  SAWTOTH IDENT_____	   0.000165	   0.004256	   0.003753	   0.000484	   0.000566	   0.003989	   0.004507	   0.005949	   0.007155	    113.40 % .!!.
1000 1024  _RANDOM IDENT_____	   0.000166	   0.016038	   0.017219	   0.016662	   0.015707	   0.035403	   0.038515	   0.026685	   0.050581	     93.14 % 
1000 1024  PLATEAU IDENT_____	   0.000165	   0.004317	   0.003757	   0.000485	   0.000566	   0.004002	   0.004480	   0.005973	   0.007148	    114.90 % .!!.
1000 1024  SHUFFLE IDENT_____	   0.000166	   0.005113	   0.004688	!  0.003938	!  0.003743	!  0.007311	   0.005120	   0.007095	!  0.011459	    109.06 % .!.
1000 1024  STAGGER REVERSE___	   0.000165	   0.014872	   0.016427	   0.014609	   0.015006	   0.023336	   0.016135	   0.021318	   0.030983	     90.54 % 
1000 1024  SAWTOTH REVERSE___	   0.000166	   0.006320	   0.005566	   0.000954	   0.001136	   0.009223	   0.005001	   0.008685	   0.015226	    113.56 % .!!.
1000 1024  _RANDOM REVERSE___	   0.000165	   0.016099	   0.017163	   0.017529	   0.015745	   0.035211	   0.038483	   0.026930	   0.050844	     93.80 % 
1000 1024  PLATEAU REVERSE___	   0.000165	   0.006270	   0.005588	   0.000955	   0.001137	   0.009228	   0.005005	   0.008741	   0.015217	    112.21 % .!!.
1000 1024  SHUFFLE REVERSE___	   0.000166	   0.006704	   0.006110	!  0.004126	!  0.004163	   0.012270	   0.005383	   0.009106	   0.019170	    109.72 % .!.
1000 1024  STAGGER REVERSE_FR	   0.000165	   0.012960	   0.013380	   0.014282	   0.014947	   0.021016	   0.015512	   0.019317	   0.027639	     96.87 % 
1000 1024  SAWTOTH REVERSE_FR	   0.000166	   0.006634	   0.007169	   0.000744	   0.003187	   0.006631	   0.005793	   0.008884	   0.011205	     92.53 % 
1000 1024  _RANDOM REVERSE_FR	   0.000165	   0.016948	   0.019143	   0.017223	   0.015716	   0.035200	   0.038581	   0.027452	   0.050715	     88.53 % 
1000 1024  PLATEAU REVERSE_FR	   0.000165	   0.006607	   0.007199	   0.000747	   0.003186	   0.006641	   0.005782	   0.008870	   0.011208	     91.78 % 
1000 1024  SHUFFLE REVERSE_FR	   0.000166	   0.006961	   0.007568	!  0.004204	!  0.005027	   0.009945	   0.006487	   0.009388	   0.015518	     91.99 % 
1000 1024  STAGGER REVERSE_BA	   0.000165	   0.011993	   0.013714	   0.014393	   0.014769	   0.021257	   0.015441	   0.016649	   0.027900	     87.45 % 
